district,male_mean_age_4,male_mean_education_4,male_pct_no_education_4,male_pct_higher_education_4,male_literacy_rate_4,male_urban_share_4,male_mean_wealth_index_4,male_mean_hh_size_4,male_pct_married_4,male_pct_has_mobile_4,male_pct_has_bank_account_4,male_mean_digital_access_4,n_men_4,female_mean_age_4,female_mean_education_4,female_pct_no_education_4,female_literacy_rate_4,female_urban_share_4,female_mean_wealth_index_4,female_mean_hh_size_4,female_mean_children_u5_4,female_pct_married_4,female_pct_breastfeeding_4,female_pct_has_mobile_4,female_mean_digital_access_4,n_women_4,digital_gender_gap_mobile_4,digital_gender_gap_score_4,mean_education_4,mean_age_4,urban_share_4,mean_hh_size_4,mean_wealth_index_4,n_total_4,education_gender_gap_4,literacy_gender_gap_4,state,digital_gender_gap_5,f_mean_age_5,f_mean_education_5,f_mean_yrs_edu_5,f_pct_literate_5,f_mean_wealth_idx_5,f_mean_wealth_scr_5,f_pct_urban_5,f_pct_rural_5,f_mean_hh_size_5,f_pct_married_5,f_pct_never_married_5,f_pct_divorced_5,f_pct_has_mobile_5,f_pct_mobile_fin_5,f_mean_bf_dur_5,f_mean_bf_months_5,f_pct_ever_breastfed_5,f_pct_early_bf_5,f_n_respondents_5,m_mean_age_5,m_mean_yrs_edu_5,m_pct_no_edu_5,m_literacy_rate_5,m_urban_share_5,m_mean_wealth_idx_5,m_mean_hh_size_5,m_pct_married_5,m_pct_in_union_5,m_pct_live_partner_5,m_pct_owns_mobile_5,m_pct_has_bank_account_5,m_pct_currently_working_5,m_pct_dv_goes_out_5,m_pct_dv_neglect_5,m_pct_dv_argues_5,m_pct_dv_sex_5,m_pct_dv_food_5,m_pct_dv_unfaith_5,m_pct_dv_disresp_5,m_pct_any_dv_5,m_pct_owns_house_5,m_pct_owns_land_5,m_pct_smokes_cigarettes_5,m_pct_smokes_bidis_5,m_pct_uses_tobacco_5,m_pct_drinks_alcohol_5,m_pct_drinks_freq_5,m_pct_father_beat_5,m_pct_wife_emp_5,m_n_respondents_5
kullu,33.993855,9.4620237,4.6116428,58.381264,176.42766,9.6906319,214428.2364,4.322063,65.487083,97.211906,91.738617,1.7912648,55.40509668,31.079155,8.0649548,15.801738,158.45911,7.2240977,38858.39909,5.2852969,0.48149064,76.105705,9.1434374,73.672287,1.259346,238.903356,23.539619,0.53191876,8.32796,31.627863,8.457365,4.8036799,71910.336,294.30844,1.397069,17.968552,himachal pradesh,17.502579,31.735609,1.8432937,9.0445442,89.509247,3.2859883,347681.3693,10.874178,89.125824,4.955009,74.677399,22.772261,2.5503366,79.709328,14.361546,55.983116,19.297871,47.941566,51.088219,236.5893312,33.993855,9.4620237,4.6116428,92.186462,9.6906319,214428.23,4.322063,65.487083,65.487083,91.239799,97.211906,91.738617,80.079597,4.8689222,6.5970645,4.0872755,2.6314421,3.7610781,5.4431472,7.8594646,13.5384,43.332695,44.137589,10.668659,24.770849,29.870874,32.211422,20.190155,3.0179696,15.027349,55.40509668
mandi,33.643486,11.828588,0.81440657,56.532169,190.04558,14.978391,500548.4754,4.2819753,59.204292,97.781403,87.447334,1.4890888,109.5436813,31.502924,9.3141823,11.472282,169.72485,7.6767793,51665.23405,5.3458052,0.5291788,80.470299,10.833271,74.43589,1.250613,569.8919825,23.345512,0.2384758,9.719574,31.848042,11.327585,4.8138905,124037.54,679.43567,2.5144062,20.320724,himachal pradesh,12.34729,32.566071,2.0578713,10.685595,94.273544,3.6000638,577474.2012,11.075159,88.924843,4.9604645,79.164612,17.610516,3.2248714,85.434113,18.222301,52.52282,19.016182,51.98497,45.86591,565.5405114,33.643486,11.828588,0.81440657,96.661537,14.978391,500548.47,4.2819753,59.204292,59.204292,100.0,97.781403,87.447334,61.203522,4.1923852,7.1717553,9.2252321,2.5359271,1.8011845,5.8734632,9.4793367,16.54146,36.807865,32.207932,9.3921366,22.538671,27.797634,42.542351,24.99898,5.9327974,24.599014,109.5436813
hamirpur,32.845829,11.203255,1.0118294,60.704868,196.96368,7.9458532,689418.6557,4.7697649,63.290428,98.678329,90.884239,1.6366615,41.52864268,32.004147,10.579138,1.8533219,193.31136,6.4922132,81851.39459,4.850656,0.42277795,76.001289,9.8851967,80.127777,1.4514103,267.3746169,18.550552,0.18525124,10.663043,32.117302,7.2190332,4.8102102,163532.13,308.90326,0.6241169,3.6523285,himachal pradesh,13.298889,32.489674,2.1644669,11.19332,96.542397,3.8773878,764119.0861,9.3682661,90.631737,4.821991,75.728912,22.241152,2.0299387,85.37944,21.083504,61.337288,21.149199,44.353668,43.308178,247.9542462,32.845829,11.203255,1.0118294,98.988167,7.9458532,689418.63,4.7697649,63.290428,63.290428,91.139313,98.678329,90.884239,69.61541,7.6662607,6.5089726,7.0685668,1.9192249,6.0173483,7.5453253,16.222862,22.357264,39.888115,35.735905,10.778419,26.814634,33.645432,38.783257,18.423788,10.078923,8.658864,41.52864268
hamirpur,32.845829,11.203255,1.0118294,60.704868,196.96368,7.9458532,689418.6557,4.7697649,63.290428,98.678329,90.884239,1.6366615,41.52864268,32.004147,10.579138,1.8533219,193.31136,6.4922132,81851.39459,4.850656,0.42277795,76.001289,9.8851967,80.127777,1.4514103,267.3746169,18.550552,0.18525124,10.663043,32.117302,7.2190332,4.8102102,163532.13,308.90326,0.6241169,3.6523285,uttar pradesh,51.48048,28.997585,1.5393803,7.394135,75.975731,2.4081059,-271961.2611,19.602297,80.397705,6.2648215,67.049637,30.011345,2.9390244,41.72958,27.1213,69.3414,21.734566,30.015671,22.791729,752.4744824,32.828453,8.9940128,10.939876,78.887421,26.445869,-360777.34,6.3592391,61.742474,61.742474,98.520393,93.21006,88.247421,70.883667,14.387974,9.763423,15.473882,9.0426788,9.9551945,9.4650459,26.087982,40.044582,38.227947,33.147575,1.1431246,7.9079447,22.392303,7.5964527,2.9649372,17.372776,9.596406,50.52100328
una,34.850407,9.8878098,8.5371504,61.621536,172.22569,13.940646,639841.9651,4.469852,63.49963,93.028023,84.690117,1.6604253,60.41711682,31.017994,9.6019726,4.6459942,181.87199,6.5106764,82932.14275,5.3130364,0.50072157,70.752037,12.610843,69.425201,1.2864881,320.80101,23.602821,0.37393725,9.6472731,31.625372,10.225661,4.8914442,171193.64,381.21814,0.28583717,-9.6463013,himachal pradesh,19.577782,31.950972,2.0742402,10.520745,94.517586,4.1497078,951194.8999,12.787782,87.212219,5.0920753,72.216225,24.13603,3.6477461,73.450241,13.452949,61.872967,25.350426,39.041428,20.000944,283.6262424,34.850407,9.8878098,8.5371504,89.645973,13.940646,639841.94,4.469852,63.49963,63.49963,93.098053,93.028023,84.690117,70.522728,4.7746468,8.8614998,5.4161754,4.5018535,0.0,9.4346981,11.309104,22.503939,26.770178,31.608974,9.0614986,28.751225,37.983788,32.993568,21.292526,4.38271,26.292791,60.41711682
bilaspur,34.798092,10.915233,5.2851233,56.870728,179.48145,7.511682,641813.4129,4.331809,66.179489,100.0,79.63176,1.744411,39.809724,32.319466,9.8295679,5.4798765,180.26418,5.0365434,75583.80111,5.2463894,0.51994598,79.061546,12.771203,73.067749,1.2832769,209.4935308,26.932251,0.46113408,10.002932,32.715263,6.2741127,4.7890992,166001.58,249.30325,1.0856647,-0.7827301,himachal pradesh,24.228989,32.88905,2.0057924,10.135427,94.887794,3.8176103,697062.2563,8.0427971,91.957199,5.0096889,76.513962,20.193245,3.2927942,75.771011,18.714636,54.658264,18.593897,49.455624,55.620647,202.2485106,34.798092,10.915233,5.2851233,92.812553,7.511682,641813.44,4.331809,66.179489,66.179489,96.502411,100.0,79.63176,76.862755,12.215601,15.004868,15.103104,5.3649907,7.1726694,14.397475,15.07912,25.999722,47.646763,41.617523,8.8766575,32.067192,36.054848,35.018387,26.449234,3.5506501,10.385088,39.809724
bilaspur,34.798092,10.915233,5.2851233,56.870728,179.48145,7.511682,641813.4129,4.331809,66.179489,100.0,79.63176,1.744411,39.809724,32.319466,9.8295679,5.4798765,180.26418,5.0365434,75583.80111,5.2463894,0.51994598,79.061546,12.771203,73.067749,1.2832769,209.4935308,26.932251,0.46113408,10.002932,32.715263,6.2741127,4.7890992,166001.58,249.30325,1.0856647,-0.7827301,chhattisgarh,42.989483,29.685223,1.5916667,7.5906043,78.652916,2.7752473,-34270.77211,34.611683,65.388313,5.3077221,64.357338,29.790943,5.8517227,41.064831,22.330538,76.430534,23.005278,22.155947,35.826435,1291.120394,30.549217,9.1189585,12.127943,83.440926,28.64255,-118914.15,5.1883564,53.915829,53.915829,99.109917,84.054314,77.777565,62.925392,6.3062401,11.66683,24.625809,1.3433998,0.0,25.246778,30.699232,34.908516,40.777454,37.007603,4.437943,3.157599,13.615127,28.198734,16.882504,12.840709,20.835068,100.1607322
solan,31.834078,10.939259,1.2634044,62.75465,181.81184,25.828154,780208.8586,4.7884307,57.589054,98.363075,77.453629,1.8854417,91.01677856,31.282267,8.7881813,10.269688,169.63707,18.963663,96349.33418,5.6786828,0.49748203,76.428589,9.4343433,71.491226,1.3944852,355.1538717,26.871849,0.49095643,9.2269917,31.394835,22.395908,5.2335567,235853.56,446.17065,2.1510773,12.174774,himachal pradesh,17.438087,31.665956,1.9615002,9.9299402,91.252914,4.034246,855662.4493,21.919538,78.08046,5.1100078,73.835632,23.249626,2.9147429,80.924988,21.073336,57.975071,20.2612,47.218506,57.118809,346.7476655,31.834078,10.939259,1.2634044,96.809296,25.828154,780208.88,4.7884307,57.589054,57.589054,87.274048,98.363075,77.453629,75.703224,2.3270335,2.7876728,6.3871303,0.51441723,0.60932285,5.4223328,3.2638397,10.895391,11.708704,14.464635,6.7540436,13.919284,22.15749,23.226673,6.9393344,2.3925402,7.509038,91.01677856
sirmaur,33.146351,9.7018948,5.809175,58.922081,169.78854,9.6220665,749000.1764,5.582746,63.096542,91.518333,82.187675,1.7655119,71.08067559,30.662107,8.4048424,14.777191,158.1347,15.619794,74148.7398,5.7083907,0.5237968,69.348701,10.295394,64.153625,1.1647123,272.6345233,27.364708,0.60079956,8.6730738,31.175852,12.62093,5.6455684,213708.75,343.71521,1.2970524,11.653839,himachal pradesh,27.226799,31.525702,1.77288,8.955945,86.568062,3.6819432,633284.9314,11.996962,88.003036,5.7131262,71.588608,24.825312,3.5860736,64.291534,24.993511,58.335529,17.047777,45.416401,69.035294,282.3362011,33.146351,9.7018948,5.809175,89.177879,9.6220665,749000.19,5.582746,63.096542,63.096542,96.334488,91.518333,82.187675,69.629822,5.2419648,3.8952951,4.2901845,2.2645171,1.5852958,3.6594391,6.4588585,10.047908,40.343021,40.173798,5.1276145,10.63675,22.734217,26.28401,12.315165,6.0790558,15.783124,71.08067559
shimla,34.457283,11.139555,5.1471353,53.483505,187.03273,33.611279,743861.9609,4.7141366,63.416164,97.687759,92.754951,2.0971944,100.5206747,32.343433,9.6433096,13.01879,168.05298,22.968445,66101.77605,5.2374382,0.43058917,71.82766,7.988883,84.8713,1.3824166,442.1916634,12.81646,0.71477783,9.9204426,32.734959,28.289862,4.9757872,191635.89,542.71234,1.4962454,18.979752,himachal pradesh,4.8017502,32.412907,2.1090319,10.840944,92.564552,3.7240481,618760.2622,34.982578,65.017418,4.6938047,70.797043,25.815163,3.3877954,92.886009,30.71833,49.561527,16.098288,55.503719,39.128429,485.4513184,34.457283,11.139555,5.1471353,95.088074,33.611279,743861.94,4.7141366,63.416164,63.416164,98.713844,97.687759,92.754951,75.635178,0.59243935,2.8018785,1.9065311,2.5376074,2.0992517,1.8159548,4.9888415,8.3751154,37.648247,34.392212,5.0146699,9.9677048,15.744178,33.811058,14.306101,1.8901623,20.857635,100.5206747
kinnaur,34.126644,9.1887054,6.9993243,59.091263,164.46255,0.0,125033.7341,4.2057819,69.458893,98.33728,87.879074,1.7520911,12.06390698,31.865402,9.232583,10.336164,169.86794,0.0,51908.75928,4.874332,0.41345537,73.320694,8.6005907,90.516121,1.361824,38.762282,7.8211594,0.39026701,9.222168,32.402122,0.0,4.5400572,69265.422,50.826187,-0.043877602,-5.4053802,himachal pradesh,11.762932,32.84605,1.8805771,9.3461504,91.213028,3.1812496,264406.6902,0.0,100.0,4.3868651,75.60614,20.933285,3.4605734,86.574348,15.670988,55.279926,16.71064,50.618385,59.822803,38.33645209,34.126644,9.1887054,6.9993243,87.674751,0.0,125033.73,4.2057819,69.458893,69.458893,80.575012,98.33728,87.879074,74.364525,5.6300254,4.0701241,6.1872492,2.089638,2.0736234,6.2626562,6.3688159,12.443216,28.569609,30.133238,11.785162,20.034397,30.977102,56.104004,26.726168,16.256525,24.262589,12.06390698
kapurthala,32.441349,9.4422417,7.968329,63.666344,165.49425,36.525272,1240848.887,5.4948335,57.198006,97.721687,97.499954,2.3377974,33.29924226,31.687752,9.1883631,12.089643,169.71107,35.72192,134982.3746,5.2365036,0.36916724,67.490173,6.9590659,71.251007,1.1230251,417.0207708,26.47068,1.2147723,9.2071362,31.743477,36.123596,5.3656683,216756.48,450.32001,0.25387859,-4.2168274,punjab,30.619263,31.784657,1.8505751,9.4501905,87.506226,4.5413094,1247243.182,34.901134,65.098862,5.5309439,66.257713,28.859568,4.8827186,67.102425,33.553543,65.436729,22.330275,36.20908,61.070518,455.9484412,32.441349,9.4422417,7.968329,86.020874,36.525272,1240848.9,5.4948335,57.198006,57.198006,97.953522,97.721687,97.499954,75.618782,16.844353,12.994176,14.898925,2.6574178,4.2664127,8.6837559,21.827541,28.571611,31.456789,14.796184,3.4524541,5.7071209,11.966735,19.504997,10.991524,4.8285065,8.8727579,33.29924226
jalandhar,31.42757,9.1426668,5.2653494,69.848991,162.28339,58.889614,1254026.195,5.1821709,46.639626,91.9645,90.152649,2.1143575,95.82691193,31.397352,10.212259,9.1008806,174.36794,53.846275,153557.3328,5.3538651,0.38265008,65.515846,10.625113,72.224159,1.2452836,1324.627774,19.740341,0.86907387,10.140102,31.399391,56.367943,5.2680178,227797.31,1420.4547,-1.0695925,-12.084549,punjab,22.566368,31.94726,1.9561077,9.9522352,90.565056,4.6272197,1320532.374,51.568432,48.431568,5.2369175,68.230995,27.17137,4.5976281,69.398132,28.367117,55.807453,17.827581,43.985741,61.911591,1224.334097,31.42757,9.1426668,5.2653494,85.693413,58.889614,1254026.3,5.1821709,46.639626,46.639626,93.954994,91.9645,90.152649,73.873276,11.2481,11.924681,13.407545,8.315979,5.3659635,13.119115,17.184376,21.770679,29.410795,13.658894,5.4472537,6.24301,10.199913,37.484959,23.038982,7.090436,20.471943,95.82691193
hoshiarpur,33.88105,10.472384,3.7506621,68.204102,173.36305,25.032499,1304851.178,5.1848636,60.125114,96.639725,96.821846,2.4558649,63.83553219,31.073101,9.7787209,8.5502748,176.70258,21.103849,116960.4991,5.0782905,0.38695082,71.330818,11.231189,57.917194,1.128556,885.3232749,38.72253,1.3273089,9.8253727,31.26195,23.068174,5.131577,196851.91,949.15881,0.6936636,-3.3395233,punjab,24.324112,32.175613,2.0790095,10.743872,94.794029,4.5583119,1271931.905,23.903847,76.096153,4.9404273,66.994675,28.652678,4.3526492,72.315613,49.466522,57.23671,18.934887,46.367401,62.875206,951.5426598,33.88105,10.472384,3.7506621,94.242523,25.032499,1304851.1,5.1848636,60.125114,60.125114,100.0,96.639725,96.821846,81.721649,23.591858,23.059668,25.603888,5.7384686,4.5067844,14.23872,25.111643,36.460838,37.946201,16.884445,2.6115034,4.455327,6.4747438,18.000404,10.814281,4.5640945,14.921694,63.83553219
shahid bhagat singh nagar,32.619289,9.9613466,4.7760668,76.764954,171.05913,20.266859,1110993.889,4.9470625,56.502079,95.115089,95.205208,2.419225,22.65977599,31.318174,9.2894392,10.786599,168.38948,19.84243,120949.5156,5.4216743,0.43638006,64.813713,10.010289,58.823311,1.2240233,322.2227578,36.291779,1.1952016,9.3335857,31.403662,20.054646,5.1843681,185998.28,344.88254,0.67190742,2.6696472,punjab,30.109367,32.056667,1.9277756,9.8619242,92.509911,4.5484128,1245626.388,19.60367,80.396332,5.2904906,66.1185,28.688038,5.1934586,65.005722,33.82299,59.537689,20.743645,44.785179,65.039795,362.4165422,32.619289,9.9613466,4.7760668,90.540421,20.266859,1110993.9,4.9470625,56.502079,56.502079,98.202583,95.115089,95.205208,76.951996,20.841455,17.132376,19.072134,8.7617064,6.9339433,17.6707,26.807755,33.619225,27.948357,15.417452,4.7443538,6.5428667,9.1937408,23.526522,11.483732,6.4893141,13.778398,22.65977599
fatehgarh sahib,32.599609,9.0147419,6.6401744,66.363449,158.79243,30.692905,1231728.632,5.8526602,56.29723,94.325378,87.199341,2.0564165,29.07260971,31.218636,9.4507837,9.7836666,170.87418,30.236492,138628.6681,5.6688218,0.43414941,69.985016,11.633088,57.460129,1.1051625,319.6330349,36.86525,0.95125401,9.4144297,31.333771,30.464699,5.7607412,229763.61,348.70566,-0.43604183,-12.081741,punjab,28.706825,31.898218,1.9288961,9.7734861,90.334473,4.5642076,1275100.424,31.689072,68.310928,5.725286,72.510178,23.367039,4.122787,65.618553,23.008352,62.155289,22.72065,40.565334,63.964237,321.1103067,32.599609,9.0147419,6.6401744,85.077263,30.692905,1231728.6,5.8526602,56.29723,56.29723,97.450844,94.325378,87.199341,82.09433,13.246526,9.700942,9.2284565,4.6774163,4.3045053,6.3141456,11.155125,21.113058,28.27116,15.173113,3.6486301,6.0544066,11.495796,36.62738,24.741869,7.3249869,14.408916,29.07260971
ludhiana,30.980423,9.3990383,8.376811,63.722973,164.98004,62.78643,1173850.546,5.0424919,52.387192,94.103584,84.849388,2.0916455,163.0859838,31.441254,9.6250544,13.588555,166.05922,61.141491,135245.165,5.1585445,0.4483963,72.722198,9.8117256,59.798473,1.1350442,1844.738338,34.305111,0.95660126,9.6066961,31.403822,61.963959,5.1005182,219606.13,2007.8243,-0.22601604,-1.0791779,punjab,23.120697,31.575539,1.9144534,9.7104177,87.750229,4.4471941,1183669.588,56.88446,43.115536,5.2967219,70.608475,25.414566,3.9769616,70.982887,34.691616,63.670422,22.520611,36.790241,53.17189,1752.223272,30.980423,9.3990383,8.376811,89.394936,62.78643,1173850.5,5.0424919,52.387192,52.387192,90.501228,94.103584,84.849388,78.241905,3.5910413,1.5819135,3.4519203,2.3595314,2.5625286,2.5810356,8.8246155,13.875214,54.833847,21.292765,8.3740988,7.4638886,10.945248,32.09951,14.50629,13.0563,12.880228,163.0859838
moga,31.644081,8.380024,13.892928,64.190903,167.6512,20.332067,1035654.413,5.045836,59.881115,94.734879,95.893784,2.1211081,46.28516831,30.340452,7.995141,20.978876,148.75877,24.142803,113116.9703,5.6217303,0.43817598,68.867294,11.898003,53.409622,1.1461323,520.0779682,41.325256,0.97497571,8.0265951,30.446989,22.237434,5.3337831,188509.94,566.36316,0.38488293,18.892426,punjab,34.959251,31.414068,1.5643736,7.7107787,78.853767,4.2423735,1046242.062,24.335451,75.664551,5.569551,70.332474,26.163977,3.5035472,59.775627,29.596096,70.216896,21.492407,29.3564,50.865372,562.8974568,31.644081,8.380024,13.892928,88.420883,20.332067,1035654.4,5.045836,59.881115,59.881115,98.824631,94.734879,95.893784,78.46579,20.252068,15.842712,16.953499,11.51191,13.535978,24.010815,31.074327,38.981022,29.834036,12.97284,3.6074107,7.8769879,11.589787,35.873505,20.296993,20.02058,19.634209,46.28516831
muktsar,32.946686,8.2556963,14.208274,58.613865,151.81612,32.598747,1062401.733,5.3763633,65.269417,90.086494,93.805382,2.0412796,40.38471013,30.80176,8.0863152,21.572842,146.405,36.079071,116780.0034,5.2663293,0.41637015,71.216461,11.381608,64.038147,1.1414995,502.3398603,26.048347,0.89978004,8.0989189,30.961367,34.338909,5.3213463,187144.72,542.72455,0.16938114,5.4111176,punjab,43.389877,31.373558,1.529972,7.4282012,76.081497,4.11514,966395.5528,27.909624,72.090378,5.5101786,71.664169,25.289106,3.0467219,46.696617,11.603759,55.598141,20.094904,47.913105,71.049515,520.6625399,32.946686,8.2556963,14.208274,80.865036,32.598747,1062401.8,5.3763633,65.269417,65.269417,99.188797,90.086494,93.805382,79.540558,20.278717,14.376144,18.130629,11.444577,9.8075752,22.023014,31.137133,40.882206,42.373718,22.621952,3.635819,7.9492979,14.153728,39.902493,19.51441,19.288378,21.404663,40.38471013
faridkot,32.96772,7.8385577,16.527016,59.53371,141.30841,49.12925,1066511.339,6.6775112,64.0952,89.683792,90.076775,2.0467844,23.9685597,30.846519,7.7777562,23.250288,148.09538,26.519096,115134.4431,5.6031189,0.47508889,74.0896,10.175291,39.079086,1.0758131,558.0564507,50.604706,0.97097135,7.7802601,30.933874,37.824173,6.1403151,154313.41,582.02502,0.060801506,-6.786972,punjab,36.467857,31.13168,1.6352581,8.0596561,79.070259,4.1675801,980938.1433,39.804279,60.195721,5.7275453,72.445824,24.227091,3.3270884,53.215935,7.6449461,60.653946,24.283022,42.761456,57.342411,341.0043734,32.96772,7.8385577,16.527016,79.194313,49.12925,1066511.4,6.6775112,64.0952,64.0952,97.734299,89.683792,90.076775,81.704018,14.014271,9.7235832,17.538197,8.5358772,12.345168,18.610291,20.444149,32.077763,31.0214,18.740528,5.7214284,8.1944599,16.56929,38.734913,19.802643,13.238409,19.458611,23.9685597
bathinda,30.627443,7.2439284,18.966284,49.081036,135.06084,45.938377,962795.8941,5.6627316,53.951805,92.777931,87.624619,1.97673,76.98986837,30.929716,8.2967033,21.600397,146.87607,44.758583,123581.0636,5.3891654,0.36683038,70.823921,11.18807,63.292622,1.1514812,750.7309204,29.48531,0.82524884,8.1987801,30.9016,45.34848,5.5259485,201640.05,827.72076,-1.0527749,-11.815231,punjab,52.923466,31.193872,1.5642892,7.6480408,76.26857,4.2070994,1015922.581,37.422935,62.577068,5.7357173,73.562714,24.195892,2.2413929,39.854465,12.39647,64.28582,22.510727,37.939137,57.058208,844.6422815,30.627443,7.2439284,18.966284,75.407066,45.938377,962795.88,5.6627316,53.951805,53.951805,97.959839,92.777931,87.624619,79.668724,30.523268,23.559708,30.805609,12.467945,14.551332,37.753532,40.733589,54.133541,38.133129,20.621487,11.125458,15.377523,28.369829,43.09367,22.634212,28.754837,12.304807,76.98986837
mansa,31.242453,8.0185242,20.645145,54.629951,139.05331,19.824381,850843.8156,5.4744091,63.558777,90.193161,86.943657,1.8575413,30.60158996,30.417906,6.9661188,28.304768,130.47888,23.635502,92018.78933,5.6047001,0.44228876,72.298119,13.121212,43.348335,1.0157453,417.0638928,46.844826,0.84179604,7.0380592,30.47427,21.729942,5.5395546,143890.67,447.6655,1.0524054,8.5744324,punjab,54.047588,31.113731,1.4280629,6.937408,72.264763,4.0137572,851107.6154,24.669283,75.330719,5.764842,70.221207,24.871771,4.907023,36.145573,9.6774473,68.753395,19.163557,31.334194,68.826958,458.9358872,31.242453,8.0185242,20.645145,76.343201,19.824381,850843.81,5.4744091,63.558777,63.558777,100.0,90.193161,86.943657,82.064384,16.547173,16.565512,16.04781,11.195036,12.723973,14.464712,24.678221,33.762463,44.141666,28.383532,3.772562,10.129623,12.665044,37.194771,24.572559,11.034149,17.662544,30.60158996
patiala,29.655861,9.5800753,5.2299161,65.781624,154.91138,45.856983,1195531.785,5.3010054,53.418159,96.845833,90.096458,2.2678862,110.3400302,30.812695,9.295434,14.008014,164.41789,47.500973,128035.2343,5.7889562,0.5115,71.932991,12.010386,53.884785,1.188463,1152.888163,42.961048,1.0794232,9.3202963,30.711647,46.678978,5.544981,221278.56,1263.2281,0.28464127,-9.5065155,punjab,38.151611,31.538265,1.8115717,9.1224022,84.980209,4.5243802,1228722.356,46.247066,53.752934,5.6350384,71.774109,24.357517,3.8683765,58.694221,27.053595,50.637028,19.023277,52.63884,54.207439,1145.420493,29.655861,9.5800753,5.2299161,84.70858,45.856983,1195531.8,5.3010054,53.418159,53.418159,100.0,96.845833,90.096458,79.609062,3.5898376,3.4550695,2.326241,1.19986,2.9726772,4.134551,6.3089857,12.261953,53.329365,17.773546,2.9690285,2.4614167,5.0424418,19.671556,8.494277,2.8741329,14.211263,110.3400302
amritsar,31.892399,9.5684423,8.0131407,61.951645,165.26115,49.766819,1332063.949,5.1332574,57.184292,90.543518,91.329391,2.2720981,115.7076405,30.652275,8.3781462,19.641315,151.91653,53.296703,120523.7893,5.4718652,0.47830898,70.207626,11.022643,58.015209,1.0961732,1311.545,32.528309,1.1759249,8.4746437,30.752811,51.531761,5.3025613,218743.58,1427.2527,1.1902962,13.34462,punjab,27.068203,31.369947,1.7496988,8.8323107,84.162956,4.4884248,1226295.264,50.223625,49.776371,5.5333662,71.113274,24.681419,4.2053056,63.475315,36.180641,60.918842,22.955133,38.739429,60.898788,1379.746948,31.892399,9.5684423,8.0131407,86.611565,49.766819,1332064.0,5.1332574,57.184292,57.184292,100.0,90.543518,91.329391,76.759117,21.627693,18.370661,20.196358,5.7000184,7.9374037,24.788254,25.512037,39.540871,31.461588,15.122324,3.0069251,1.0503299,3.5529003,20.969501,12.947124,6.2716274,9.9134598,115.7076405
